StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Age,CoronaA1,CoronaA2,CoronaA3,CoronaA4,CoronaA5,CoronaA6,CoronaA7,CoronaB1,CoronaB2,CoronaB3,CoronaB5,CoronaB6,CoronaC,CoronaD,CoronaE1,CoronaE2,CoronaE3,CoronaE4,CoronaE5,CoronaE6,CoronaF1,CoronaF2,CoronaF3,CoronaF4,CoronaG1,CoronaG2,CoronaG3,Aggress1,Aggress2,Aggress3,SDO1,SDO2,SDO3,VSA1,VSA2,VSA3,GCB1,GCB2,GCB3,SpamCheck1,AuthTrust1,AuthTrust2,AuthTrust3,AuthTrust4,Party,StrenPartyID,Lean,PartyID1_125,PartyID2_4,PartyID3_4,PolAttitude_44,PolAttitude_45,PolAttitude_47,PolAttitude_48,FeelThermIn_1,Efficacy1,Efficacy2,Efficacy3,FeelThermOut_1,Hope,Sadness,Anger,PissedOff,Fear,Scared,Contempt,Disrespect,Disgust,Disappointment,Hostility,Hatred,TriatsOut_4,TriatsOut_5,TriatsOut_7,TriatsOut_9,TriatsOut_11,TriatsOut_12,TrustOut_1,SocDisOut1_1,SocDisOut2_1,SocDisOut3_1,Intolerance1,Intolerance2,Intolerance3,Intolerance4,ThreatOut1,ThreatOut2,ThreatOut3,PolConTheory1,PolConTheory2,PolConTheory3,LegitGnrl1,LegitGnrl2,LegitGnrl3,LegitGnrl4,LegitGnrl5,LegitGnrl6,LegitGnrl7,MetaPercepIn1,MetaPercepIn2,SpamCheck2,MetaPercepOut1,MetaPercepOut2,RiotLegit1,RiotLegit2,RiotLegit3,BanLegit1,BanLegit2,BanLegit3,PolPartic1,PolPartic2,PolPartic3,NationalNews,CNN,Fox,MSNBC,TalkRadio,SocialMedia,Parler,Telegram,AmericID1_125,AmericID2_4,AmericID3_4,Gender,Educ,Income,Ethnic,Religious,Ideolgy,Debriefing,workerId,assignmentId,hitId,OUTGROUP,OUT1,INGROUP,IN1,tID,IDS
1/16/21 10:45,1/16/21 11:05,0,68.199.124.220,100,1227,1,1/16/21 11:05,R_3m33ePcey1Un5xm,,,,,41.1072998,-73.79599762,anonymous,EN,55,2,2,2,3,2,4,2,3,3,4,1,1,5,2,5,5,5,5,5,5,3,3,4,3,1,1,1,1,1,1,6,6,1,4,6,6,6,6,5,6,1,2,3,4,1,5,,25,55,0,9,71,70,71,90,6,6,6,8,87,88,93,93,88,88,92,93,93,93,93,93,9,9,9,97,97,100,0,85,100,100,54,54,56,56,6,6,6,1,1,1,1,1,1,1,1,1,1,4,3,6,3,2,6,6,1,6,6,6,1,6,6,6,6,2,6,1,5,1,1,100,100,0,11,21,15,35,93,3,none,APAR2A1F4RB0N,31Q0U3WYDQT2MA391A80M5SDWVU17X,359AP8GAGGXJMTFER4SIEHGIAPLC7L,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:53,1/16/21 11:06,0,72.84.151.114,100,734,1,1/16/21 11:06,R_1DFENG6IvLprGHW,,,,,38.35229492,-75.53859711,anonymous,EN,38,1,1,1,1,1,2,1,1,1,1,1,1,3,2,4,3,1,5,2,3,1,1,3,1,1,1,1,1,1,1,5,6,1,2,2,3,3,3,2,6,4,3,3,3,1,2,,45,45,35,57,58,69,70,70,6,6,6,60,93,89,90,90,87,87,89,89,88,90,89,88,95,65,35,55,65,85,75,85,95,90,51,51,51,51,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,6,5,5,1,1,1,1,1,1,1,3,3,1,1,1,1,1,4,1,1,100,100,95,11,21,14,35,96,3,,A2CP6MLJVJYBO7,3NQL1CS15SM1N6F8VXIP66JQPYAVYH,3HKIF5DF6YA0HOJC8NMLI4S33719G4,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:52,1/16/21 11:06,0,174.45.97.69,100,831,1,1/16/21 11:06,R_1OwTyj6e9YUgyaE,,,,,45.668396,-111.2422028,anonymous,EN,53,2,1,1,2,1,1,1,1,1,1,1,1,4,3,5,5,3,5,1,5,1,1,3,1,1,1,1,1,1,1,6,6,1,6,1,6,6,1,6,1,6,4,6,6,2,6,,100,100,100,100,100,100,100,100,6,6,6,0,87,87,87,87,87,87,87,87,87,87,87,87,0,50,0,100,50,100,0,100,100,100,51,51,51,51,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,6,3,6,3,6,3,6,3,1,1,100,100,100,11,21,15,35,99,7,No comments.,A1FNZWSR0C6I3G,34FNN24DCNNKPC0TP60C28PRCA8Y5D,3G5RUKN2ECG6RG0YVRZG8O104JN9NC,Democrats,Democrat,Republicans,Republican,a Republican,Republicans
1/16/21 10:57,1/16/21 11:06,0,173.21.196.105,100,554,1,1/16/21 11:06,R_zcXIJd3SU8AWQSt,,,,,39.4848938,-88.18049622,anonymous,EN,53,2,1,1,1,1,1,1,1,2,1,2,2,4,4,4,4,3,4,2,3,2,2,3,3,1,1,1,1,1,1,5,5,1,2,2,2,2,1,1,6,1,3,3,4,1,3,,51,71,30,33,72,71,71,64,5,5,3,13,88,92,89,88,91,90,89,87,87,92,87,87,51,51,13,38,60,51,12,24,52,8,54,53,52,51,3,4,3,1,1,1,3,2,1,1,1,1,1,2,1,6,5,5,1,1,1,6,6,6,1,5,2,1,3,2,2,1,1,1,1,42,51,44,11,22,16,35,96,2,,A2N9U74YIPDQ9F,3MAOD8E57ROZFWGPOAAWDBI41PBNXJ,3JY0Q5X05JJFWY6KMTSVALEQ7KWGG2,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:55,1/16/21 11:06,0,65.74.124.73,100,664,1,1/16/21 11:06,R_2BxOPFK92pmxy8Q,,,,,61.17829895,-149.9506989,anonymous,EN,30,3,3,3,4,3,4,3,4,4,4,2,3,7,2,5,5,5,5,3,4,1,1,3,2,1,1,1,1,2,1,6,6,1,6,3,4,2,1,1,6,1,4,4,3,3,,1,59,57,76,38,69,58,55,72,5,6,6,25,88,93,91,91,92,92,93,93,91,93,91,89,24,30,5,84,100,100,17,72,76,100,52,51,51,51,2,3,3,1,1,1,1,1,1,1,1,1,1,2,2,6,5,5,1,1,1,6,5,5,1,6,1,4,1,1,2,6,1,1,1,80,69,100,10,21,15,35,93,4,Thanks for the opportunity.,A334XVDF4AIYQS,3E4GGUZ1T95X6ASP38XNVT74UL8K23,3AC6MFV69KVTNBW0WRY2GS6XXA2ZH8,Republicans,Republican,Democrtas,Democrat,an Independent,Independents
1/16/21 11:00,1/16/21 11:06,0,73.135.17.30,100,352,1,1/16/21 11:06,R_vqnRHPEZayj7vGh,,,,,39.33610535,-76.53890228,anonymous,EN,26,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,3,4,3,4,1,1,2,2,1,1,1,1,1,1,6,6,1,1,1,1,2,1,1,6,1,2,4,3,1,3,,25,27,0,0,22,24,29,50,5,5,5,30,91,88,90,90,87,87,88,87,90,92,88,87,61,33,16,80,63,66,11,76,74,80,51,51,51,51,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,6,1,1,1,1,1,5,5,5,1,4,4,3,1,2,1,1,4,1,1,51,51,75,10,20,14,35,96,4,,A37XBH865833FE,39JEC7537VFOK3E3Z5009FR7MATCVR,3T2HW4QDUVKN0C3761Q2SD7O5F99CU,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:58,1/16/21 11:06,0,74.51.0.136,100,474,1,1/16/21 11:06,R_1FwyzTUTdficNH6,,,,,35.63600159,-86.68409729,anonymous,EN,30,2,3,3,2,2,2,2,3,3,2,2,2,6,3,5,4,4,4,4,4,3,3,3,2,4,4,4,6,6,5,5,5,5,6,3,2,6,6,6,6,5,2,2,4,2,6,,91,90,87,89,98,100,100,99,6,6,6,0,87,92,92,92,90,90,90,91,91,93,91,89,0,79,7,0,0,0,5,11,2,4,53,53,53,53,6,6,6,6,6,6,5,1,1,1,1,1,1,1,1,6,5,6,5,5,1,1,1,1,1,6,5,5,2,6,1,1,5,6,1,100,100,99,11,21,14,35,99,7,none,A2IJEKMVEHQ90W,32M8BPYGAU0WF9A82KX0KHMSC0OGI7,3FW4EL5A3L1Z2AQ6OZMH6DQONIM22M,Democrats,Democrat,Republicans,Republican,a Republican,Republicans
1/16/21 10:56,1/16/21 11:07,0,75.134.104.161,100,626,1,1/16/21 11:07,R_3fCYiLgjDQSHWiz,,,,,42.19169617,-85.63220215,anonymous,EN,38,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,5,5,5,5,5,2,2,3,2,1,1,1,3,1,2,6,6,1,6,6,6,5,3,3,6,1,2,3,4,1,4,,76,77,78,98,99,100,100,91,6,6,6,0,87,93,93,93,93,93,93,93,93,93,93,93,51,0,0,100,100,100,0,0,0,0,57,57,57,57,6,6,6,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,1,1,1,6,6,6,1,6,1,6,6,3,3,1,6,1,1,77,81,80,11,22,17,37,96,3,no comments,A3K1P4SPR8XS7R,3IQ1VMJRYUY2UH42CQZDB2CMVFP9A6,3R868ACW4SPFNF1PCLGKVSUWIAPZG9,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:58,1/16/21 11:07,0,173.23.161.201,100,536,1,1/16/21 11:07,R_sbOMolGgQw9voD7,,,,,38.56500244,-75.0951004,anonymous,EN,56,3,3,3,3,2,2,3,2,2,3,2,2,6,3,4,3,3,5,4,3,2,2,4,1,1,1,1,1,1,1,4,2,2,2,3,5,4,2,2,6,4,3,4,5,2,4,,24,60,40,21,72,58,59,79,5,5,5,40,88,90,92,92,91,91,90,89,91,92,87,88,35,65,0,100,59,80,25,35,74,76,53,52,52,52,3,4,4,4,4,1,1,1,1,1,1,1,1,5,5,6,2,2,3,1,1,1,1,1,1,6,2,6,2,5,1,1,6,3,1,60,76,60,11,22,17,35,96,6,,A2RTJ6BDY0DZVZ,3TU5ZICBREFU3SS9WUQL16WGFRQ8QK,32W3UF2EZOYM36XVP6UBB5W8JNVC41,Democrats,Democrat,Republicans,Republican,a Republican,Republicans
1/16/21 10:57,1/16/21 11:08,0,76.175.8.65,100,661,1,1/16/21 11:08,R_1d5YkMWEdDpUUZ6,,,,,34.10270691,-118.2230988,anonymous,EN,43,2,1,2,2,1,1,2,1,1,2,1,1,5,1,4,4,2,4,4,4,4,4,3,3,4,5,5,2,2,1,5,5,2,2,2,2,4,3,2,6,1,4,3,2,1,5,,64,68,63,70,71,72,73,85,5,5,5,22,88,90,92,92,91,91,92,92,90,92,91,91,69,12,18,82,78,73,21,21,31,23,55,53,53,53,5,5,5,2,1,1,4,4,4,2,2,2,2,4,4,6,4,5,1,1,1,6,6,6,3,5,3,3,4,1,2,1,5,1,1,55,60,60,10,23,15,35,96,2,,A25MZY0FNQAK5H,3KB8R4ZV1FLMS1W2WA5JYUIFHA2BGR,35JDMRECC4MHCKATGY27AITEU4HGEL,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 11:00,1/16/21 11:08,0,71.224.113.6,100,500,1,1/16/21 11:08,R_Wc8xtTzOzpoy9y1,,,,,40.02180481,-75.26309967,anonymous,EN,29,2,2,3,2,2,2,2,2,2,1,1,2,3,1,3,4,3,4,3,3,5,5,3,4,4,4,4,2,2,2,4,4,2,3,3,3,3,3,3,6,2,3,4,3,1,8,,37,38,13,25,25,46,45,53,5,5,5,18,89,91,91,91,91,91,90,90,92,92,91,91,14,18,12,53,46,50,34,29,31,14,55,54,54,54,4,4,4,1,1,1,3,3,2,2,2,1,1,4,4,6,4,5,1,1,1,2,3,3,2,2,1,1,1,1,1,1,2,1,1,55,71,58,11,23,16,37,95,3,,A263Y9ZPYSSTB9,3N2BF7Y2VR8WBOVA75DAXA5A89MHMO,3NQUW096N6LG3GXDJEJ1VWXBZON9LA,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:55,1/16/21 11:08,0,24.168.202.105,100,785,1,1/16/21 11:08,R_1DqkgJxPTUHR7SX,,,,,34.07369995,-81.18630219,anonymous,EN,31,2,2,2,2,1,2,1,1,1,1,2,1,5,3,4,5,3,4,5,4,1,1,2,3,1,1,1,1,2,1,6,6,1,6,3,5,3,2,1,6,1,3,4,4,1,5,,85,79,93,77,85,81,93,97,6,6,6,15,89,92,93,93,89,89,91,92,93,93,93,91,16,37,0,89,100,98,10,16,22,2,55,57,55,54,4,5,5,1,1,1,1,1,1,1,1,1,1,2,2,6,6,6,1,1,1,6,5,6,1,5,4,5,6,1,5,2,5,1,1,100,100,100,10,22,16,35,97,3,,A2H92K2776A1IC,3XLBSAQ9Z5QZH6OH9LHSEZCP9A7Z7K,34OWYT6U3WUEDFP7YBMO3G5JIKT9IW,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:55,1/16/21 11:09,0,97.85.196.50,100,798,1,1/16/21 11:09,R_yxVzFkICtmzC1gd,,,,,39.70379639,-91.38410187,anonymous,EN,63,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,5,1,3,5,5,4,4,5,5,5,1,2,1,6,6,1,3,2,3,1,1,1,6,1,3,5,5,1,2,,79,79,80,87,88,90,90,86,6,6,6,10,88,93,93,92,88,88,92,92,93,93,90,90,30,51,11,93,86,90,15,100,100,50,52,51,51,51,2,2,2,1,1,1,1,1,2,1,1,1,1,4,4,6,3,3,1,1,1,6,6,6,1,6,1,6,4,1,3,1,1,1,1,88,88,88,10,23,15,35,93,4,"The problem with evaluating ""Republicans"" is that the true ideals of what it is to be a Republican has been so distorted by Trumpism...which is a shame.  It should be a respectful party led by politicians like Romney and Ryan instead of the likes of Cruz and Graham and Hawley........IMHO",A1OKFYVJTEK4BI,3IXEICO793XKRU1DKJNIMXBCT326TD,3NQUW096N6LG3GXDJEJ1VWXBZON9LA,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 11:02,1/16/21 11:09,0,68.179.240.85,100,391,1,1/16/21 11:09,R_1Cjq6AIqIRX4drS,,,,,35.60270691,-92.27420044,anonymous,EN,50,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,1,4,1,3,1,1,5,2,1,1,1,1,1,1,6,4,2,2,2,1,4,1,1,6,1,2,5,6,2,2,,49,70,0,0,57,40,1,75,4,5,4,81,90,87,87,87,87,87,87,87,87,87,87,87,94,99,93,50,0,1,49,100,100,100,51,51,51,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,1,1,1,4,3,4,1,6,1,5,3,3,1,1,1,1,1,71,68,0,11,21,17,35,95,5,,A3RKG5PZN97RD5,3ZSANO2JCGLFVNH9WCLW6YS3KJNFSW,3INZSNUD803X549L6XLDCJP6QFL9DU,Democrats,Democrat,Republicans,Republican,a Republican,Republicans
1/16/21 10:59,1/16/21 11:09,0,174.193.19.11,100,628,1,1/16/21 11:09,R_3flpiR0eLpfH2zX,,,,,34.9250946,-80.72779846,anonymous,EN,48,3,3,3,3,2,3,3,3,3,3,3,3,5,1,5,5,2,3,1,3,3,3,2,3,5,5,5,2,1,1,6,6,1,6,6,6,5,3,3,6,4,4,4,4,1,4,,75,75,75,76,75,75,76,90,6,6,6,19,90,91,91,91,91,91,91,91,91,91,87,87,10,0,0,100,51,100,0,20,50,35,57,54,54,54,5,5,5,1,1,1,1,1,1,1,1,1,1,3,3,6,4,4,1,1,1,6,6,6,1,6,1,6,4,1,1,1,1,1,1,51,51,51,11,22,16,35,93,3,,A1KE64Y63ELV1O,3UOUJI6MTESCAM0YLBMIR6AY9L7UXL,33KGGVH24UUTE5B7TK7WRKAF8L91XF,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 11:01,1/16/21 11:10,0,47.213.87.85,100,519,1,1/16/21 11:10,R_293LWRRUCkQUzKM,,,,,38.31820679,-81.52929688,anonymous,EN,44,1,1,2,1,1,1,1,1,1,2,1,1,4,3,4,3,5,5,3,3,5,5,2,4,5,5,5,2,6,1,4,3,4,4,1,2,4,5,3,6,6,4,5,6,2,5,,56,72,54,59,56,56,60,98,5,4,4,1,87,93,93,93,89,87,93,92,93,93,93,93,1,61,28,79,60,96,10,100,93,95,51,51,51,51,2,2,2,1,1,1,2,1,3,2,1,1,1,6,6,6,6,6,1,1,1,1,1,1,1,4,1,1,2,5,1,1,2,1,1,100,93,80,10,21,14,35,93,5,,A1YG56R57AYCOG,30OG32W0SVPQ9WP8T5K4PMXXLJ4NEE,34OWYT6U3WUEDFP7YBMO3G5JIKT9IW,Democrats,Democrat,Republicans,Republican,a Republican,Republicans
1/16/21 11:00,1/16/21 11:10,0,73.104.89.3,100,600,1,1/16/21 11:10,R_3IYPbh4FUhycLnA,,,,,31.28039551,-81.53050232,anonymous,EN,30,2,3,2,3,3,2,1,2,1,2,3,3,5,1,2,4,3,5,2,3,5,5,4,5,5,5,5,1,1,1,6,6,1,4,5,5,4,2,1,6,1,5,4,4,1,3,,25,70,100,9,76,86,65,82,6,4,6,33,90,89,90,91,88,89,90,88,90,92,88,89,71,80,0,77,56,100,51,76,77,77,53,51,51,51,1,1,5,1,1,1,1,1,1,1,1,1,1,3,2,6,6,6,1,1,1,5,6,6,1,4,1,5,6,1,6,1,3,1,1,60,78,100,10,21,15,35,93,2,,A2RE2C4WXRI3R0,3OB0CAO74I3W55KOQ81LR5SHHJ0HYE,337F8MIIMZQ29E2FDQ1RG4U7AYY400,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 11:01,1/16/21 11:10,0,47.41.89.123,100,578,1,1/16/21 11:10,R_3HGm43AtvV1xQno,,,,,45.31340027,-93.5809021,anonymous,EN,48,2,1,2,1,1,2,1,1,1,2,1,1,3,4,2,5,2,5,2,4,2,2,4,3,1,1,1,1,1,1,6,6,1,2,2,2,3,2,1,6,1,4,4,4,1,5,,51,79,25,51,90,65,51,85,6,6,6,5,87,92,93,92,90,90,89,92,90,93,88,88,15,20,0,95,80,26,0,51,51,50,52,51,51,51,4,3,4,1,1,1,1,1,1,1,1,1,1,2,2,6,3,3,1,1,1,5,5,5,1,6,3,1,3,2,3,3,3,1,1,51,51,24,11,21,16,35,93,2,,A2PDI35Z23DR2Z,3E47SOBEYRAJYXU30Y1HUQ1DE8XIC0,3R868ACW4SPFNF1PCLGKVSUWIAPZG9,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 11:04,1/16/21 11:10,0,67.161.70.31,100,376,1,1/16/21 11:10,R_ymWZYJcoxw7lTiN,,,,,37.2507019,-121.8359985,anonymous,EN,27,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,5,5,5,5,5,1,1,1,1,1,1,1,1,6,1,3,6,1,4,4,3,3,3,4,6,1,1,1,1,1,1,,12,1,17,0,0,0,15,16,5,5,6,12,87,87,90,91,89,87,87,87,90,91,92,87,27,7,0,0,56,34,27,65,63,38,53,54,53,54,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,5,2,1,3,4,4,1,5,1,1,54,60,56,10,22,17,38,96,3,,A3D16QVXN8LLB6,32ZKVD547G1LYPKE1VYZF0T6D51B3N,32204AGAABPTWU1V6ZADVLQRMK9GH1,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:45,1/16/21 11:11,0,174.109.73.4,100,1505,1,1/16/21 11:11,R_2BbXD2UM7tbvLgd,,,,,36.02290344,-78.9464035,anonymous,EN,56,1,1,1,1,1,2,1,1,1,1,1,1,2,1,5,5,3,5,3,4,2,1,3,3,1,1,1,1,2,1,6,6,1,1,1,2,2,1,1,6,1,3,3,3,1,6,,76,81,59,71,81,83,81,88,6,6,6,31,90,92,91,91,90,90,88,88,89,92,90,88,34,48,10,76,50,37,17,49,100,67,52,51,51,51,3,3,5,1,1,1,5,3,1,1,1,1,1,3,2,6,5,4,1,1,1,6,6,6,1,6,1,1,6,1,1,1,4,1,1,36,73,52,11,22,15,35,93,1,"Early in the survey,, you refer to recent unrest, which feels like a reference to BLM protests, but seems confusing now, with significantly more serious unrest from right wing people. The question I'm referring to asks if there should be stricter laws or enforcement due to recent unrest.",AGXOCK745ZWLR,3NXNZ5RS1BBKBF645NNT1BAWU7I97E,3I7KR83SNAQ5JAFVYE70GWKWAOI9K7,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 11:02,1/16/21 11:11,0,174.82.229.188,100,503,1,1/16/21 11:11,R_3HAn6BtYoCOQkMb,,,,,43.03439331,-89.5007019,anonymous,EN,23,3,1,2,2,1,2,1,2,2,2,1,1,5,4,4,4,4,4,2,2,4,4,2,4,4,4,4,1,1,1,5,6,1,1,1,1,4,2,1,6,2,2,2,2,1,1,,0,0,0,85,87,95,95,59,5,5,5,52,90,91,91,91,89,89,90,90,90,91,90,87,24,33,34,63,23,23,5,39,75,25,56,51,51,51,5,5,5,1,1,1,5,5,1,1,1,1,1,5,2,6,6,6,1,2,1,5,5,4,2,6,4,2,1,1,1,1,6,1,1,24,77,75,10,22,14,35,93,1,,A14E1Z1CVPQBSU,3WAKVUDHUXUIV7U73YIKX7XA7SU7U5,3XU80RHWHZTJ82KGWROTS7KKRAE44G,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 11:03,1/16/21 11:11,0,96.40.197.186,100,465,1,1/16/21 11:11,R_3R1HqlJztIRYzBC,,,,,38.5316925,-89.99880219,anonymous,EN,41,2,2,2,2,2,2,2,2,1,2,3,3,5,2,4,3,1,4,3,4,5,5,3,4,4,4,4,1,1,1,6,4,2,4,2,5,2,1,1,6,1,3,5,5,2,8,,32,33,12,31,35,38,26,48,4,4,4,34,87,91,92,92,91,91,92,92,92,93,88,88,51,68,77,84,33,74,51,93,93,69,51,51,51,51,1,1,1,3,1,1,1,1,3,1,1,1,1,2,2,6,5,5,1,1,1,4,4,5,1,6,2,6,2,2,5,2,4,1,1,78,77,88,10,23,17,35,94,5,,A2BCOAV0LQZALB,3R3YRB5GRGH0E9S5A1U47YZ0800AUZ,3NC6WP7WJHX7Q6MKG30VIRM2VWBWWF,Democrats,Democrat,Republicans,Republican,a Republican,Republicans
1/16/21 10:59,1/16/21 11:12,0,67.173.101.65,100,770,1,1/16/21 11:12,R_21AkUVjfrypc3UN,,,,,40.10470581,-88.20619965,anonymous,EN,56,1,1,1,1,1,1,1,1,2,1,2,1,7,4,5,5,1,5,5,5,1,1,3,1,1,1,1,1,1,1,6,6,1,1,1,1,4,5,2,6,1,2,2,2,1,8,,0,51,0,51,51,52,51,62,6,6,6,9,87,93,92,91,91,91,91,91,92,93,88,88,21,19,0,100,90,89,9,22,24,23,51,51,51,57,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,3,3,1,1,1,1,6,6,1,6,1,6,4,1,6,1,1,1,1,51,51,24,11,21,16,35,93,2,none,A1KWC8TW8ANBQ8,3M0NZ3JDP2CKU2AYLS2VGFYTI4CZ55,3I7KR83SNAQ5JAFVYE70GWKWAOI9K7,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:57,1/16/21 11:12,0,174.20.12.228,100,898,1,1/16/21 11:12,R_3hiLdG4ArKNrFXp,,,,,44.87690735,-93.25350189,anonymous,EN,32,3,3,3,2,1,2,3,2,3,2,2,2,7,3,5,5,3,5,3,4,5,5,3,4,5,5,5,1,1,2,6,6,1,4,3,3,4,4,3,6,2,3,2,2,1,6,,70,75,75,76,85,85,76,75,5,5,5,20,87,93,92,92,92,91,91,92,91,93,90,90,65,35,0,100,80,100,25,50,45,40,51,51,51,51,3,3,3,1,1,1,2,2,5,3,1,1,1,2,2,6,5,5,1,1,1,6,6,6,3,6,4,4,4,1,4,1,4,1,1,88,90,70,11,22,16,35,95,2,"None, thank you.",ANHO7XT3KW3IY,3TVRFO09GLT9RWD4CXUH0JEFWUEXLU,3G5RUKN2ECG6RG0YVRZG8O104JN9NC,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 11:08,1/16/21 11:13,0,173.48.176.154,100,259,1,1/16/21 11:13,R_3kt5kTndO0S7gYu,,,,,42.39349365,-71.18360138,anonymous,EN,26,1,1,1,1,1,1,1,2,1,1,1,1,7,1,5,5,2,3,4,4,5,5,1,2,5,5,5,1,1,1,5,5,1,1,1,1,1,1,1,6,1,1,1,1,1,6,,29,4,0,73,28,73,79,63,6,6,6,6,87,91,93,93,87,87,91,91,93,93,91,91,24,0,0,95,94,92,35,0,29,0,57,57,57,57,6,6,6,1,1,1,2,1,5,1,1,1,1,5,5,6,4,4,1,1,1,6,6,6,1,5,1,1,4,1,1,1,5,1,1,65,63,95,13,22,15,37,93,1,,A1B0MMEZQTTACS,3FIJLY1B6VIIIV1H4VH2BTNSXZLPFV,3HKIF5DF6YA0HOJC8NMLI4S33719G4,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 11:01,1/16/21 11:13,0,74.139.225.175,100,690,1,1/16/21 11:13,R_1oz23J2QINIc5kZ,,,,,38.26550293,-85.56210327,anonymous,EN,60,3,2,3,4,3,2,2,3,2,3,2,3,7,3,4,4,3,5,4,3,5,4,3,3,5,4,3,6,5,4,6,5,4,6,5,4,5,4,3,4,3,4,5,5,3,,2,94,80,100,98,75,61,54,95,6,5,4,90,93,92,91,90,93,92,91,90,90,90,91,91,100,100,80,84,84,98,99,97,97,97,57,56,55,54,6,5,4,6,5,4,6,5,4,3,4,5,4,4,3,6,6,4,6,5,4,6,5,4,5,4,3,6,5,4,3,4,5,4,5,95,97,99,10,22,14,36,99,7,good,A2BEBDMQ7SI4IY,3FDJT1UU75MP57BCLRZLT0AGEV05KQ,3AC6MFV69KVTNBW0WRY2GS6XXA2ZH8,Democrats,Democrat,Republicans,Republican,an Independent,Independents
1/16/21 11:07,1/16/21 11:13,0,68.62.56.123,100,342,1,1/16/21 11:13,R_2TFd0rlZLgHaagr,,,,,42.73669434,-84.47579956,anonymous,EN,37,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,4,2,4,3,3,1,1,2,2,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,6,1,3,4,4,1,4,,73,77,77,78,87,84,87,83,6,6,6,21,87,92,92,92,91,91,92,92,92,92,91,91,20,8,6,74,81,78,12,43,42,20,52,52,52,52,4,4,4,1,1,1,1,1,1,1,1,1,1,4,3,6,4,5,1,1,1,5,5,4,2,5,4,5,4,1,1,1,2,1,1,61,66,49,10,23,16,35,97,2,,A1YBJN6WT3X8B5,384PI804XTFOYJ2JTU2B3R5ZEH0S07,3CZH926SICR104H9LX061TWB4Z8E4W,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:52,1/16/21 11:13,0,73.197.102.204,100,1265,1,1/16/21 11:13,R_4ITwWs2hrvmJsf7,,,,,40.43060303,-74.40200043,anonymous,EN,37,1,1,1,1,1,1,1,2,2,3,2,2,4,3,5,2,2,3,3,3,3,2,3,3,2,2,2,3,3,1,3,3,4,3,4,4,4,4,3,6,5,5,5,5,3,,1,65,69,51,41,51,51,51,51,3,3,3,67,90,89,89,89,89,89,91,91,91,91,91,91,45,51,51,42,39,41,37,42,41,39,53,53,53,53,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,6,3,3,4,4,4,5,3,3,1,5,3,2,4,4,4,2,5,1,1,82,84,52,11,23,16,37,99,3,,A1VT581V4RDGVH,3MD9PLUKKJSOKRG4PSYHAWYF9PCNZJ,3TCFMTM8HE1SDP8A5VM31UGJVC8215,Republicans,Republican,Democrtas,Democrat,an Independent,Independents
