V1,StartDate,EndDate,Status,IPAddress,Progress,Duration,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Age,CoronaA1,CoronaA2,CoronaA3,CoronaA4,CoronaA5,CoronaA6,CoronaA7,CoronaB1,CoronaB2,CoronaB3,CoronaB5,CoronaB6,CoronaC,CoronaD,CoronaE1,CoronaE2,CoronaE3,CoronaE4,CoronaE5,CoronaE6,CoronaF1,CoronaF2,CoronaF3,CoronaF4,CoronaG1,CoronaG2,CoronaG3,Aggress1,Aggress2,Aggress3,SDO1,SDO2,SDO3,r_sdo_3,VSA1,VSA2,VSA3,GCB1,GCB2,GCB3,SpamCheck1,AuthTrust1,AuthTrust2,AuthTrust3,AuthTrust4,Party,StrenPartyID,Lean,PartyID_1,PartyID_2,PartyID_3,PolAttitude_44,PolAttitude_45,PolAttitude_47,PolAttitude_48,FeelThermIn_1,Efficacy1,Efficacy2,Efficacy3,FeelThermOut_1,Hope,Sadness,Anger,PissedOff,Fear,Scared,Contempt,Disrespect,Disgust,Disappointment,Hostility,Hatred,TriatsOut_4,TriatsOut_5,TriatsOut_7,TriatsOut_9,TriatsOut_11,TriatsOut_12,TrustOut_1,SocDisOut1_1,SocDisOut2_1,SocDisOut3_1,Intolerance1,Intolerance2,Intolerance3,Intolerance4,ThreatOut1,ThreatOut2,ThreatOut3,PolConTheory1,PolConTheory2,PolConTheory3,LegitGnrl1,LegitGnrl2,LegitGnrl3,LegitGnrl4,LegitGnrl5,LegitGnrl6,LegitGnrl7,MetaPercepIn1,MetaPercepIn2,SpamCheck2,MetaPercepOut1,MetaPercepOut2,RiotLegit1,RiotLegit2,RiotLegit3,BanLegit1,BanLegit2,BanLegit3,PolPartic1,PolPartic2,PolPartic3,NationalNews,CNN,Fox,MSNBC,TalkRadio,SocialMedia,Parler,Telegram,AmericID1_125,AmericID2_4,AmericID3_4,Gender,Educ,Income,Ethnic,Religious,Ideolgy,Debriefing,workerId,assignmentId,hitId,OUTGROUP,OUT1,INGROUP,IN1,tID,IDS,duplicateID,naCount,FilteredOut,duplicateIP,SpamCheck1F,SpamCheck2F,SpamCheckFail,longstring,longstring_s,efficacy_avg,aggressiv_avg,sdo_avg,vsa_avg,legit_physical_viol,partyID_avg,binar_legit_viol,pol_camp,sex,ZAge,ZEduc,ZReligious,ZFeelThermOut_1,Zefficacy_avg,Zaggressiv_avg,Zsdo_avg,Zvsa_avg,ZpartyID_avg,pol_camp_mc,Zlegit_physical_viol,soc_dis_mean
242,1/16/21 11:31,1/16/21 11:42,0,108.6.132.97,100,646,1,1/16/21 11:42,R_1itzYBgjZPBCnof,NA,NA,NA,NA,40.60009766,-73.74970245,anonymous,EN,25,2,2,3,2,3,1,1,2,2,2,3,2,4,4,1,5,1,5,3,4,4,5,3,4,5,5,5,2,1,1,6,6,1,6,5,4,3,4,4,3,6,1,4,3,2,1,6, ,51,71,51,33,69,66,66,92,6,6,6,30,87,93,91,89,88,88,90,90,91,93,89,89,0,20,19,100,68,63,0,28,41,36,57,55,55,57,6,6,6,2,1,1,3,4,3,1,1,1,1,6,6,6,6,6,1,1,1,6,6,6,1,6,1,2,3,1,1,1,6,1,1,0,51,27,10,21,16,40,93,2, ,AVM5RRW1EIERQ,340UGXU9DZFK6XV3LWL03LDDTA1UVK,360ZO6N6J1W09YFYJQKGV9C0ZTD9MC,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,5,-1.071936862,6,1.333333333,6,4,1,57.66666667,0,1,1,-1.241628791,-0.80656884,-1.132891649,0.134922032,1.048514729,-0.384180143,1.008031285,0.593294561,0.043786078,-0.4491,-0.307025236,35
245,1/16/21 11:33,1/16/21 11:43,0,107.11.236.206,100,566,1,1/16/21 11:43,R_1gzlZxNbY3sT6c7,NA,NA,NA,NA,39.74899292,-84.15730286,anonymous,EN,30,2,2,2,3,2,2,2,2,2,3,3,3,5,1,5,5,5,4,1,3,1,1,2,1,1,1,1,1,1,1,6,6,1,6,4,3,2,3,2,1,6,1,4,3,2,1,5, ,15,42,51,37,71,68,51,99,5,5,5,1,89,89,92,92,90,90,91,91,92,92,92,91,0,27,26,100,31,74,0,79,25,25,53,51,51,51,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,5,5,5,2,5,1,1,1,1,1,5,1,1,4,0,44,97,11,21,15,38,93,1,"Should be an ""Other"" fill in the blank part under the ""where do you get your news"" question",A1M1W56A3UR5PE,3ZPBJO59KQFT7UPXUCE7EKIGZVZDH7,3R868ACW4SPFNF1PCLGKVSUWIAPZG9,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,12,1.10601578,5,1,6,3,1,36,0,1,0,-0.888329066,-0.80656884,-1.132891649,-1.117397205,0.030693583,-0.688671191,1.008031285,-0.126331827,-0.788790885,-0.4491,-0.307025236,43
247,1/16/21 11:33,1/16/21 11:44,0,96.236.205.208,100,658,1,1/16/21 11:44,R_1hy7b9fBKzh83yA,NA,NA,NA,NA,40.43240356,-79.92469788,anonymous,EN,65,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,5,1,2,5,5,4,4,5,5,5,1,1,1,6,6,1,6,1,1,1,3,1,1,6,1,4,4,4,1,3, ,76,76,74,87,87,92,91,86,6,6,6,24,88,92,90,90,89,89,89,88,89,91,89,88,35,24,11,81,74,63,14,21,20,22,51,51,51,51,3,3,4,1,1,1,1,1,1,1,1,1,1,4,4,6,4,4,1,1,1,6,5,5,3,5,4,3,1,1,3,1,6,1,1,100,100,100,10,23,15,35,93,3,No problem so far,A1ZSL5ZLN9DLAK,3CN4LGXD5Y22TTWTB1H2XGJDCEIY4D,3R868ACW4SPFNF1PCLGKVSUWIAPZG9,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,13,1.417151872,6,1,6,1,1,75.33333333,0,1,1,1.584769008,1.392841345,-1.132891649,-0.124178499,1.048514729,-0.688671191,1.008031285,-1.565584604,0.722656525,-0.4491,-0.307025236,21
251,1/16/21 11:29,1/16/21 11:45,0,68.142.55.44,100,979,1,1/16/21 11:45,R_1oiQa8Um65WyTNS,NA,NA,NA,NA,44.31019592,-73.22850037,anonymous,EN,75,3,2,2,3,3,4,4,3,4,4,4,4,6,3,5,4,4,5,5,5,1,1,3,1,1,1,1,2,1,1,6,6,1,6,1,1,2,1,1,1,6,1,1,3,1,1,6, ,94,95,55,100,100,100,100,94,6,6,6,1,87,93,93,93,93,93,93,93,93,93,93,93,0,0,0,100,100,100,0,19,24,9,57,55,55,55,6,6,6,1,1,1,1,1,2,1,1,1,1,3,3,6,6,6,1,1,1,6,6,6,1,6,1,2,6,1,2,1,1,1,1,59,68,51,10,22,14,35,93,1,"Very interesting and timely.  Thank you for the opportunity to contribute to your research. Best wishes, R.",A27GH5ITK5BMF0,3QFUFYSY9ZTWT2FY6BPE8VCX63T4FN,3UOMW19E6DJ4ZP1V3BDLGX2MJJQC56,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,11,0.794879688,6,1.333333333,6,1.333333333,1,81.33333333,0,1,1,2.291368458,0.293136252,-1.132891649,-1.117397205,1.048514729,-0.384180143,1.008031285,-1.325709141,0.953216299,-0.4491,-0.307025236,17.33333333
252,1/16/21 10:52,1/16/21 11:46,0,72.18.134.152,100,3245,1,1/16/21 11:46,R_3nd8Kf9PmpgT12j,NA,NA,NA,NA,39.75010681,-104.995697,anonymous,EN,43,1,1,2,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,3,4,4,5,3,5,5,5,5,5,5,4,6,6,1,6,5,5,5,3,2,3,6,5,5,6,5,1,3, ,51,51,76,22,78,78,66,91,5,5,6,81,92,88,88,88,90,90,89,89,90,92,90,88,76,66,25,51,91,78,26,91,91,100,52,51,51,51,1,5,5,1,1,1,2,4,2,1,1,1,1,3,3,6,4,4,2,1,1,6,6,6,2,5,5,5,6,5,5,4,5,3,3,100,89,100,10,22,15,35,96,3, ,A3ET6NWQH4NNDG,3OLQQLKKNT3UQ6YNE7SCWFGGCZYJE5,35O6H0UNLSTR7371D3U731FH93ZJ5R,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,9,0.172607505,5.333333333,4.666666667,6,5,1,59.33333333,0,1,1,0.030250219,0.293136252,0.219151919,2.337276553,0.369967298,2.660730339,1.008031285,1.31292095,0.10783046,-0.4491,-0.307025236,94
253,1/16/21 11:28,1/16/21 11:47,0,24.193.191.82,100,1154,1,1/16/21 11:47,R_cBIYsD4mlxatGF3,NA,NA,NA,NA,40.79240417,-74.00959778,anonymous,EN,40,3,4,3,4,3,4,3,3,4,3,4,3,6,1,4,5,4,5,4,5,2,2,1,1,1,2,1,4,3,4,5,6,5,2,6,5,6,6,6,6,6,4,6,6,5,1,5, ,81,79,85,80,83,75,83,46,6,5,6,67,92,87,89,88,89,89,90,89,89,90,90,89,81,77,77,78,77,87,75,73,70,75,56,57,56,57,5,6,6,5,6,6,5,6,5,6,5,6,5,5,6,5,5,6,5,6,6,5,6,5,5,6,5,6,5,6,5,6,5,6,6,74,79,75,10,22,15,38,98,6,really good survey and is always good.,A3NBNSLRLDTLOG,34X6J5FLPUCJN9OSNYNCQW5UV2RJQM,3AC6MFV69KVTNBW0WRY2GS6XXA2ZH8,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,1,1,5,-1.071936862,5.666666667,3.666666667,4.333333333,5.666666667,5.333333333,81.66666667,1,1,1,-0.181729616,0.293136252,1.120514298,1.732708645,0.709241014,1.747257194,-0.493343511,1.792671875,0.966025176,-0.4491,5.006162017,72.66666667
254,1/16/21 11:38,1/16/21 11:47,0,24.101.126.21,100,537,1,1/16/21 11:47,R_2YwZvGkY1lPdLxl,NA,NA,NA,NA,40.94760132,-79.73770142,anonymous,EN,32,4,4,4,4,4,4,4,3,3,3,3,4,7,2,5,5,4,4,3,3,5,5,3,4,5,5,5,5,3,3,6,4,3,4,2,2,1,4,1,1,6,1,1,1,1,1,4, ,72,77,65,77,82,90,89,75,6,6,6,0,87,92,93,91,93,92,93,91,93,90,91,91,0,0,0,100,92,94,0,40,31,0,56,52,52,52,6,6,6,1,1,1,4,3,4,1,1,1,1,4,4,6,2,2,1,1,1,6,6,6,3,6,4,3,2,1,1,1,2,1,1,57,56,55,11,22,15,35,97,1,"Goodbye, Mango Mussolini and Moscow Mitch!",A2EP2TI8HE8EGK,3K3R2QNK8CHM9QI0IVG4B3OG2IMU98,3HKIF5DF6YA0HOJC8NMLI4S33719G4,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,7,-0.449664679,6,3.666666667,4.666666667,1.666666667,1,71.33333333,0,1,0,-0.747009176,0.293136252,0.669833109,-1.160580627,1.048514729,1.747257194,-0.193068552,-1.085833678,0.568950009,-0.4491,-0.307025236,23.66666667
255,1/16/21 11:30,1/16/21 11:47,0,104.186.234.163,100,1033,1,1/16/21 11:47,R_RmEWMGK68m4e25z,NA,NA,NA,NA,36.03219604,-79.8588028,anonymous,EN,53,1,1,1,1,1,2,1,1,2,1,1,1,3,4,3,4,3,4,1,1,4,4,3,4,5,5,5,2,3,1,5,6,1,6,2,2,2,4,4,3,6,1,1,1,1,1,2, ,35,45,35,14,29,50,50,40,4,4,4,10,88,91,89,90,89,89,87,87,87,92,87,87,35,65,10,95,50,75,25,45,40,40,54,54,52,52,3,3,4,1,1,1,3,3,1,1,1,1,1,3,3,6,4,4,1,1,1,5,5,5,1,5,5,1,4,1,4,1,5,1,1,50,50,40,11,23,15,36,93,2, ,A3HVFSD8K94SOR,3QILPRALQ6990VFHG2Y4XC1BAGAN8J,360ZO6N6J1W09YFYJQKGV9C0ZTD9MC,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,5,-1.071936862,4,2,5.666666667,2,1,38.33333333,0,1,0,0.736849668,1.392841345,-1.132891649,-0.728746407,-0.987127562,0.224801953,0.707756325,-0.845958215,-0.69912875,-0.4491,-0.307025236,41.66666667
258,1/16/21 11:37,1/16/21 11:49,0,98.201.46.120,100,686,1,1/16/21 11:49,R_1f7MrMq0Lto9nbj,NA,NA,NA,NA,29.80999756,-95.56079865,anonymous,EN,50,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,5,3,4,1,3,5,5,4,5,5,5,5,2,4,1,6,6,1,6,6,6,6,4,4,1,6,1,5,5,5,1,3, ,0,50,0,0,0,0,0,91,6,6,6,22,88,92,93,93,90,90,90,93,93,93,93,93,0,0,0,100,100,100,0,50,50,0,55,55,55,55,5,5,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,6,6,1,3,1,5,5,1,5,1,3,1,1,100,100,76,10,21,14,35,93,4,Have a nice day! :),A1VFSNVFK883XU,39GAF6DQWSE4X045J8BGSJ8GID81VW,3FW4EL5A3L1Z2AQ6OZMH6DQONIM22M,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,12,1.10601578,6,2.333333333,6,6,1,16.66666667,0,1,1,0.524869834,-0.80656884,-1.132891649,-0.210545343,1.048514729,0.529293001,1.008031285,2.032547338,-1.531705713,-0.4491,-0.307025236,33.33333333
259,1/16/21 11:43,1/16/21 11:50,0,75.112.198.189,100,395,1,1/16/21 11:50,R_1Nb8ySux6JXyY0C,NA,NA,NA,NA,39.74360657,-86.11579895,anonymous,EN,36,2,2,2,3,1,2,2,2,1,1,1,2,5,3,4,5,3,5,4,5,1,1,2,2,2,1,1,1,2,1,6,5,1,6,2,1,1,2,1,1,6,1,2,4,2,1,2, ,23,45,25,60,37,34,41,75,5,5,4,5,88,93,93,93,92,92,93,90,93,93,92,91,10,55,20,90,75,50,10,25,45,35,55,51,51,51,6,6,6,1,1,1,4,4,3,1,1,1,1,6,6,6,2,2,1,1,1,6,6,5,3,5,2,2,3,1,2,1,4,1,1,30,45,85,10,23,17,35,93,2, ,APAURJ08JMJFN,31Q0U3WYDQT2MA391A80M5SDWV171A,3JY0Q5X05JJFWY6KMTSVALEQ7KWGG2,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,4,-1.383072954,4.666666667,1.333333333,5.666666667,1.333333333,1,31,0,1,1,-0.464369396,1.392841345,-1.132891649,-0.944663517,-0.308580132,-0.384180143,0.707756325,-1.325709141,-0.98092403,-0.4491,-0.307025236,35
260,1/16/21 11:42,1/16/21 11:50,0,65.60.109.219,100,434,1,1/16/21 11:50,R_12zFC1LyPGt7a3I,NA,NA,NA,NA,32.7651062,-117.1276016,anonymous,EN,31,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,4,3,4,4,4,4,4,4,4,2,2,2,1,1,1,6,6,1,6,2,2,5,5,2,2,6,1,4,3,3,1,3, ,74,68,67,71,63,74,72,80,5,5,5,40,90,89,89,88,87,87,87,87,87,87,87,87,63,64,17,81,43,19,39,73,75,83,51,51,51,51,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,4,4,1,1,1,6,6,6,1,5,2,4,1,5,3,1,1,1,1,100,100,100,10,21,16,37,97,3, ,AYA1LRB27KSR1,3VSOLARPKCN2AW5H3BK3OUYGP5393G,37VHPF5VYCGNM7KX19KOSHCDL9RC88,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,13,1.417151872,5,1,6,3,1,69.66666667,0,1,1,-0.817669121,-0.80656884,0.669833109,0.566756252,0.030693583,-0.688671191,1.008031285,-0.126331827,0.504905627,-0.4491,-0.307025236,77
261,1/16/21 11:43,1/16/21 11:50,0,72.208.207.238,100,419,1,1/16/21 11:50,R_3feD18xBgiX5kr9,NA,NA,NA,NA,33.40530396,-111.722702,anonymous,EN,46,1,1,1,2,1,2,1,1,1,2,2,2,1,1,4,4,3,5,2,4,1,1,2,1,1,1,1,2,3,1,4,3,4,3,2,4,1,2,1,1,6,3,4,4,2,1,6, ,61,65,51,31,60,71,72,70,6,6,4,37,88,89,90,90,88,88,91,90,91,91,91,89,35,25,18,74,78,76,26,37,61,57,54,52,52,51,2,2,4,1,1,1,3,3,3,2,1,1,1,6,5,6,4,4,2,1,1,6,6,6,1,6,4,6,5,1,5,1,3,1,1,65,65,69,11,22,15,35,93,1,"Everything was fine, thanks.",A20NJGHYKL73LC,3K5TEWLKGWPFX603RFWMKIP2ZFJIV5,3CESM1J3EIG9WR7EPLNRKXNP7UJ6WP,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,4,-1.383072954,5.333333333,2,3.333333333,2.333333333,1,59,0,1,0,0.242230054,0.293136252,-1.132891649,0.437205986,0.369967298,0.224801953,-1.394168389,-0.606082752,0.095021584,-0.4491,-0.307025236,51.66666667
262,1/16/21 11:39,1/16/21 11:51,0,75.6.11.132,100,723,1,1/16/21 11:51,R_3Ma3DIRDjHA3FHW,NA,NA,NA,NA,33.90730286,-118.0086975,anonymous,EN,40,2,2,2,2,2,3,2,2,2,2,1,2,4,3,5,4,5,3,5,4,5,5,3,3,4,5,5,1,1,1,6,6,1,6,1,1,2,1,1,1,6,1,3,3,2,1,4, ,24,36,24,26,30,37,36,49,5,4,5,5,87,92,92,92,92,92,92,92,92,92,92,92,0,0,0,100,64,79,11,50,50,51,51,51,51,51,4,4,4,1,1,1,4,3,4,2,1,1,1,2,2,6,4,4,1,1,1,5,5,5,1,6,1,1,2,1,1,1,6,1,1,38,43,50,10,22,17,37,93,3, ,A39148ITT8EQCN,34HJIJKLP6ALPZ1O6QUIQHFJUXI4VC,34OWYT6U3WUEDFP7YBMO3G5JIKT9IW,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,11,0.794879688,4.666666667,1,6,1.333333333,1,28,0,1,1,-0.181729616,0.293136252,-1.132891649,-0.944663517,-0.308580132,-0.688671191,1.008031285,-1.325709141,-1.096203917,-0.4491,-0.307025236,50.33333333
264,1/16/21 11:16,1/16/21 11:51,0,72.217.66.149,100,2092,1,1/16/21 11:51,R_231Q4XruAwxSIzF,NA,NA,NA,NA,32.26989746,-110.9852982,anonymous,EN,50,3,1,1,3,1,2,1,2,1,3,4,2,2,2,4,5,1,5,1,4,5,5,5,5,1,1,1,1,1,1,6,5,1,6,2,2,3,2,1,1,6,1,2,3,3,1,6, ,75,77,99,94,94,94,94,95,6,5,4,20,88,90,92,92,89,89,92,92,93,88,91,91,78,62,11,90,72,91,28,40,76,30,51,51,51,51,3,3,3,1,1,1,1,1,1,1,1,1,1,5,5,6,5,5,1,1,1,6,6,6,2,6,2,6,6,1,2,2,1,1,1,66,80,90,11,22,15,35,93,2, ,AMVT94GM2RLD1,3Z9WI9EOZ021L0V7MT0UIXD6J4THKL,3G5RUKN2ECG6RG0YVRZG8O104JN9NC,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,10,0.483743596,5,1,5.666666667,2.333333333,1,83.66666667,0,1,0,0.524869834,0.293136252,-1.132891649,-0.296912187,0.030693583,-0.688671191,0.707756325,-0.606082752,1.042878434,-0.4491,-0.307025236,48.66666667
265,1/16/21 11:42,1/16/21 11:51,0,172.58.190.152,100,554,1,1/16/21 11:51,R_1I4SoUU2HXo9Hdf,NA,NA,NA,NA,39.00050354,-76.97119904,anonymous,EN,58,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,4,4,4,3,3,4,4,3,4,4,4,4,1,1,1,4,4,3,4,4,3,5,2,1,1,6,4,5,5,4,1,8, ,51,51,25,51,51,51,51,84,6,6,5,84,91,88,88,88,88,88,87,87,87,87,87,87,100,80,30,29,1,2,72,76,75,75,51,51,51,51,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,6,5,5,4,1,1,6,5,5,2,6,3,2,6,2,2,1,2,1,1,51,51,23,11,22,14,35,94,3, ,A27VBVMMEX9GJB,3ATPCQ38J9OHVICAK2RTAJ5D4OFYAP,3XU80RHWHZTJ82KGWROTS7KKRAE44G,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,11,0.794879688,5.666666667,1,4,4,1,42.33333333,0,1,0,1.090149393,0.293136252,-0.68221046,2.466826819,0.709241014,-0.688671191,-0.79361847,0.593294561,-0.545422234,-0.4491,-0.307025236,75.33333333
271,1/16/21 11:42,1/16/21 11:55,0,98.0.52.94,100,778,1,1/16/21 11:55,R_2f0RN7pn90KWGdS,NA,NA,NA,NA,43.60169983,-70.23539734,anonymous,EN,25,2,2,2,2,2,2,2,2,2,2,2,2,7,3,5,5,5,5,5,5,5,5,3,5,5,5,5,1,1,1,6,6,1,6,5,3,3,4,4,4,6,1,4,5,5,1,4, ,70,75,50,75,82,84,83,76,5,5,5,31,87,92,91,91,91,91,91,91,91,91,89,89,59,38,14,66,66,67,37,37,46,25,53,53,53,53,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,6,4,4,4,4,4,6,6,6,1,3,2,5,2,2,2,1,6,1,1,69,61,61,11,21,14,35,93,3,None :),A9X5VIPNEWARN,3WEV0KO0ON6IX33D56Q6IYPI86HDST,3EQPA8A3749PEHRQKR1NS5MCA26ZJD,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,12,1.10601578,5,1,6,3.666666667,1,65,0,1,0,-1.241628791,-0.80656884,-1.132891649,0.178105454,0.030693583,-0.688671191,1.008031285,0.353419099,0.325581358,-0.4491,-0.307025236,36
273,1/16/21 11:40,1/16/21 11:58,0,72.181.247.170,100,1124,1,1/16/21 11:58,R_beEgKH8Zkzf9HoJ,NA,NA,NA,NA,32.72120667,-96.67649841,anonymous,EN,46,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,3,2,3,5,5,5,5,1,1,1,1,1,1,6,4,1,6,1,1,1,2,1,2,6,6,6,6,6,1,1, ,23,48,99,17,38,0,0,100,6,6,3,99,93,87,87,87,87,87,92,87,87,87,87,87,100,100,76,0,0,0,100,100,100,100,51,51,51,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,6,6,6,1,6,1,6,1,1,1,2,1,1,1,48,66,5,10,21,14,35,94,4, ,A3IXFZZ3JWTCPW,3TXMY6UCAF2WFVIMD66Q3SSZ5IJQCG,34OWYT6U3WUEDFP7YBMO3G5JIKT9IW,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,15,2.039424055,5,1,5.333333333,1,1,56.66666667,0,1,1,0.242230054,-0.80656884,-0.68221046,3.114578148,0.030693583,-0.688671191,0.407481366,-1.565584604,0.005359449,-0.4491,-0.307025236,100
275,1/16/21 11:45,1/16/21 12:00,0,68.231.159.177,100,920,1,1/16/21 12:00,R_2wi5W27TDFfUsTk,NA,NA,NA,NA,33.42939758,-112.3896027,anonymous,EN,32,4,3,4,2,1,3,3,3,3,2,1,2,7,1,5,5,4,5,3,4,2,1,3,1,2,1,1,1,1,2,6,6,1,6,3,3,3,4,3,2,6,1,5,5,4,1,4, ,67,83,51,80,94,91,69,92,6,4,4,6,87,92,93,93,93,93,90,92,93,93,90,90,23,39,0,100,75,100,14,18,25,51,54,57,54,53,4,5,5,2,1,1,1,1,2,1,1,1,1,4,5,6,6,6,1,1,1,2,2,6,1,6,5,4,3,2,1,1,6,1,1,85,23,29,11,21,17,38,97,2, ,A310H8HSF80QDW,3GGAI1SQEWC5UGKULDZ9MJ8UVHNMCQ,3NC6WP7WJHX7Q6MKG30VIRM2VWBWWF,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,4,-1.383072954,4.666666667,1.333333333,6,3,1,67,0,1,0,-0.747009176,-0.80656884,0.669833109,-0.901480095,-0.308580132,-0.384180143,1.008031285,-0.126331827,0.402434616,-0.4491,-0.307025236,31.33333333
276,1/16/21 11:36,1/16/21 12:00,0,66.30.237.148,100,1455,1,1/16/21 12:00,R_3nNrSFfUSTakGTx,NA,NA,NA,NA,41.68530273,-72.92960358,anonymous,EN,40,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,1,1,5,5,5,6,6,6,6,6,1,6,4,4,4,6,6,6,6,1,1,1,1,1,2, ,50,50,50,51,51,51,51,50,6,6,6,50,93,87,87,87,87,87,87,87,87,87,87,87,50,50,50,50,50,50,50,100,100,100,51,51,51,51,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,6,6,1,2,1,2,2,2,2,2,2,1,1,75,75,75,10,20,14,35,96,4,no comment,A19WXHQSBB6P6O,3GS6S824SRBKQWBZE5EABS4XSNAWN4,335VBRURDJD2XANL2SWXI17RQRM9EN,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,13,1.417151872,6,6,6,4,1,50,0,1,1,-0.181729616,-1.906273932,0.219151919,0.998590472,1.048514729,3.878694531,1.008031285,0.593294561,-0.250818078,-0.4491,-0.307025236,100
277,1/16/21 11:49,1/16/21 12:01,0,47.204.252.159,100,691,1,1/16/21 12:01,R_3sjgFqHWHk0njlr,NA,NA,NA,NA,28.13549805,-82.46050262,anonymous,EN,54,2,2,3,2,1,3,1,2,2,3,1,1,4,3,2,3,3,5,2,2,2,2,3,3,1,1,1,1,1,1,6,6,2,5,3,3,2,4,5,5,6,1,1,3,4,1,2, ,35,56,40,40,67,69,67,74,5,5,6,20,88,91,93,93,88,88,89,92,93,93,88,92,13,4,7,75,38,85,19,68,67,59,55,55,55,57,4,4,6,1,1,1,1,1,4,2,1,1,1,3,3,6,6,6,1,1,1,6,6,6,1,4,1,3,4,4,4,1,1,1,1,58,56,43,10,23,17,35,94,4, ,A1D1C8B2LOLEUI,37C0GNLMHGHDA55GYTN3HTTQQHLD68,3INZSNUD803X549L6XLDCJP6QFL9DU,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,6,-0.760800771,5.333333333,1,5.666666667,2.666666667,1,43.66666667,0,1,1,0.807509613,1.392841345,-0.68221046,-0.296912187,0.369967298,-0.688671191,0.707756325,-0.36620729,-0.494186729,-0.4491,-0.307025236,64.66666667
278,1/16/21 11:52,1/16/21 12:01,0,163.116.133.120,100,578,1,1/16/21 12:01,R_1k2qLx5om1KnZBM,NA,NA,NA,NA,41.92149353,-87.64459991,anonymous,EN,37,2,1,2,2,2,2,1,2,2,2,1,2,2,4,3,3,1,3,2,2,2,2,2,2,2,2,2,1,2,1,5,5,1,6,2,2,2,2,2,2,6,1,2,2,2,1,4, ,70,70,60,70,71,71,71,66,5,5,5,10,88,92,92,92,89,89,92,92,92,92,92,92,24,25,5,90,50,50,10,10,10,10,54,51,51,51,5,5,5,1,1,1,2,2,6,2,1,1,1,4,4,6,4,4,1,1,1,6,6,6,2,5,1,5,5,2,1,1,1,1,1,50,100,90,10,22,17,35,93,2, ,A1LS7GARU7CD08,32M8BPYGAU0WF9A82KX0KHMSC0WIGH,3QI9WAYOGQOGPAQ55GDQN8K41HN6SA,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats,FALSE,5,0,FALSE,0,0,0,9,0.172607505,5,1.333333333,5.333333333,2,1,66.66666667,0,1,1,-0.393709451,0.293136252,-1.132891649,-0.728746407,0.030693583,-0.384180143,0.407481366,-0.845958215,0.38962574,-0.4491,-0.307025236,10
